,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
Seattle Seahawks,NFC WEST,11,11,12,11/29/2021,Mon,Away,WAS,L,15,17,,20,31,64.5,233,2,7.5,8.81,108.7,2,14,12,34,0,2.8,45,267,5.93,0,0,1,1,8,400,8,1,1,10,4,12,0,0,6,51,1,0,1,18:35
Seattle Seahawks,NFC WEST,12,12,13,12/5/2021,Sun,Home,SFO,W,30,23,,30,37,81.1,181,2,4.9,4.76,93.8,4,50,27,146,2,5.4,68,327,4.81,1,0,4,4,4,205,12,5,4,21,5,15,2,2,6,40,2,1,3,33:19:00
Seattle Seahawks,NFC WEST,13,13,14,12/12/2021,Sun,Away,HOU,W,33,13,,17,28,60.7,260,2,9.3,10.71,115.2,0,0,29,193,2,6.7,57,453,7.95,2,2,3,1,4,169,11,7,2,20,7,13,0,0,8,69,0,0,0,26:41:00
Seattle Seahawks,NFC WEST,14,14,15,12/21/2021,Tue,Away,LAR,L,10,20,,17,31,54.8,134,0,4.3,2.87,52.4,3,22,19,80,1,4.2,53,214,4.04,1,1,1,1,6,297,7,5,1,13,3,11,0,1,8,65,0,1,1,24:54:00
Seattle Seahawks,NFC WEST,15,15,16,12/26/2021,Sun,Home,CHI,L,24,25,,16,27,59.3,161,2,6,7.44,101,2,20,24,170,1,7.1,53,331,6.25,2,1,3,3,4,148,9,6,3,18,3,10,0,1,7,88,0,0,0,21:42
Seattle Seahawks,NFC WEST,16,16,17,1/2/2022,Sun,Home,DET,W,51,29,,20,29,69,232,4,8,10.76,132.5,1,4,41,265,2,6.5,71,497,7,3,3,6,6,1,45,13,15,1,29,7,12,1,1,5,31,0,0,0,33:33:00
Seattle Seahawks,NFC WEST,17,17,18,1/9/2022,Sun,Away,ARI,W,38,30,,15,26,57.7,229,3,8.8,9.38,109.3,1,9,30,202,2,6.7,57,431,7.56,1,1,5,5,2,78,10,9,0,19,8,12,0,0,4,30,1,1,2,24:11:00
Seattle Seahawks,NFC WEST,1,1,1,9/12/2022,Mon,Home,DEN,W,17,16,,23,28,82.1,177,2,6.3,7.75,116.8,2,18,19,76,0,4,49,253,5.16,1,1,2,2,2,101,9,3,7,19,6,11,0,1,5,77,1,0,1,26:21:00
Seattle Seahawks,NFC WEST,2,2,2,9/18/2022,Sun,Away,SFO,L,7,27,,24,31,77.4,180,0,5.8,2.9,63.9,2,17,14,36,0,2.6,47,216,4.6,0,0,1,1,5,249,10,3,1,14,2,7,0,0,10,106,1,2,3,21:40
Seattle Seahawks,NFC WEST,3,3,3,9/25/2022,Sun,Home,ATL,L,23,27,,32,44,72.7,308,2,7,6.89,97.5,2,17,23,112,0,4.9,69,420,6.09,3,3,2,2,2,102,15,8,0,23,9,17,2,3,6,47,0,1,1,31:46:00
Seattle Seahawks,NFC WEST,4,4,4,10/2/2022,Sun,Away,DET,W,48,45,,23,30,76.7,320,2,10.7,12,132.6,0,0,33,235,3,7.1,63,555,8.81,3,2,6,6,0,0,14,12,1,27,9,12,0,0,11,76,1,0,1,33:06:00
Seattle Seahawks,NFC WEST,5,5,5,10/9/2022,Sun,Away,NOR,L,32,39,,16,25,64,245,3,9.8,12.2,135.8,3,23,21,151,1,7.2,49,396,8.08,2,2,3,2,5,233,9,4,2,15,1,9,0,1,12,85,1,0,1,22:25
Seattle Seahawks,NFC WEST,6,6,6,10/16/2022,Sun,Home,ARI,W,19,9,,20,31,64.5,160,0,5.2,5.16,77.4,5,37,30,136,1,4.5,66,296,4.48,4,4,1,1,6,293,10,7,2,19,4,14,0,1,6,44,1,0,1,29:16:00
Seattle Seahawks,NFC WEST,7,7,7,10/23/2022,Sun,Away,LAC,W,37,23,,20,27,74.1,191,2,7.1,6.89,102.5,2,19,34,213,2,6.3,63,404,6.41,3,3,4,4,1,46,10,10,4,24,5,9,0,0,7,68,1,1,2,33:57:00
Seattle Seahawks,NFC WEST,8,8,8,10/30/2022,Sun,Home,NYG,W,27,13,,23,34,67.6,190,2,5.6,6.76,101.3,3,22,25,87,1,3.5,62,277,4.47,2,2,3,3,6,291,14,4,1,19,3,13,2,2,3,25,1,0,1,26:26:00
Seattle Seahawks,NFC WEST,9,9,9,11/6/2022,Sun,Away,ARI,W,31,21,,26,34,76.5,263,2,7.7,7.59,105.4,2,12,34,158,2,4.6,70,421,6.01,1,1,4,4,3,160,14,10,3,27,10,15,0,1,6,34,0,1,1,34:31:00
Seattle Seahawks,NFC WEST,10,10,10,11/13/2022,Sun,Away,TAM,L,16,21,,23,33,69.7,244,2,7.4,8.61,111.2,3,31,14,39,0,2.8,50,283,5.66,1,1,1,1,5,253,15,2,2,19,1,9,2,2,6,46,1,0,1,23:05
Seattle Seahawks,NFC WEST,11,11,12,11/27/2022,Sun,Home,LVR,L,34,40,OT,27,37,73,307,2,8.3,8.16,104.2,3,21,23,65,2,2.8,63,372,5.9,2,2,4,4,4,191,15,6,1,22,3,9,0,0,2,10,1,1,2,28:05:00
Seattle Seahawks,NFC WEST,12,12,13,12/4/2022,Sun,Away,LAR,W,27,23,,28,39,71.8,348,3,8.9,9.31,114,4,19,22,90,0,4.1,65,438,6.74,2,2,3,3,2,114,18,5,2,25,5,10,0,0,6,42,1,1,2,30:53:00
Seattle Seahawks,NFC WEST,13,13,14,12/11/2022,Sun,Home,CAR,L,24,30,,21,36,58.3,241,3,6.7,5.86,83.2,3,23,14,46,0,3.3,53,287,5.42,1,1,3,3,4,177,13,2,1,16,6,13,1,1,3,35,0,2,2,20:44
Seattle Seahawks,NFC WEST,14,14,15,12/15/2022,Thu,Home,SFO,L,13,21,,31,44,70.5,207,1,4.7,5.16,88,3,31,14,70,0,5,61,277,4.54,2,2,1,1,7,349,12,3,1,16,4,13,0,0,8,79,1,0,1,26:59:00
Seattle Seahawks,NFC WEST,15,15,16,12/24/2022,Sat,Away,KAN,L,10,24,,25,40,62.5,200,1,5,4.38,72.9,2,15,31,133,0,4.3,73,333,4.56,1,1,1,1,5,238,8,8,3,19,2,14,3,6,6,35,0,1,1,35:02:00
Seattle Seahawks,NFC WEST,16,16,17,1/1/2023,Sun,Home,NYJ,W,23,6,,18,29,62.1,148,2,5.1,6.48,98.1,4,35,38,198,0,5.2,71,346,4.87,4,3,2,2,4,169,10,9,1,20,5,15,1,2,5,25,0,0,0,33:38:00
Seattle Seahawks,NFC WEST,17,17,18,1/8/2023,Sun,Home,LAR,W,19,16,OT,19,31,61.3,205,1,6.6,4.35,64.6,3,8,36,197,0,5.5,70,402,5.74,5,4,1,1,5,233,10,10,2,22,1,11,1,1,4,20,0,2,2,35:31:00
Seattle Seahawks,NFC WEST,1,1,1,9/10/2023,Sun,Home,LAR,L,13,30,,16,26,61.5,95,1,3.7,4.42,81.4,2,17,18,85,0,4.7,46,180,3.91,3,2,1,1,4,236,7,3,3,13,2,9,0,0,7,55,0,0,0,20:37
Seattle Seahawks,NFC WEST,2,2,2,9/17/2023,Sun,Away,DET,W,37,31,OT,32,41,78,311,2,7.6,8.56,114.5,1,17,25,82,2,3.3,67,393,5.87,3,1,4,4,3,152,18,7,3,28,5,11,1,1,9,80,0,0,0,33:31:00
Seattle Seahawks,NFC WEST,3,3,3,9/24/2023,Sun,Home,CAR,W,37,27,,23,36,63.9,279,1,7.8,7.06,85.3,2,17,33,146,2,4.4,71,425,5.99,5,5,2,2,2,93,14,10,3,27,3,13,1,1,8,82,0,1,1,30:28:00
Seattle Seahawks,NFC WEST,4,4,4,10/2/2023,Mon,Away,NYG,W,24,3,,15,26,57.7,160,1,6.2,6.92,88.6,2,13,23,121,1,5.3,51,281,5.51,2,1,3,3,4,214,6,6,1,13,3,12,0,2,8,74,0,0,0,24:00:00
Seattle Seahawks,NFC WEST,5,5,6,10/15/2023,Sun,Away,CIN,L,13,17,,27,41,65.9,297,0,7.2,5.05,66.8,4,29,25,87,1,3.5,70,384,5.49,2,2,1,1,3,115,13,6,5,24,5,12,0,2,7,64,0,2,2,34:01:00
Seattle Seahawks,NFC WEST,6,6,7,10/22/2023,Sun,Home,ARI,W,20,10,,18,24,75,203,2,8.5,8.25,110.2,2,16,32,115,0,3.6,58,318,5.48,2,2,2,2,3,143,11,6,1,18,7,13,0,0,5,32,2,1,3,30:32:00
Seattle Seahawks,NFC WEST,7,7,8,10/29/2023,Sun,Home,CLE,W,24,20,,23,37,62.2,248,2,6.7,5.35,77.3,1,6,17,114,1,6.7,55,362,6.58,1,1,3,3,5,274,12,5,0,17,4,12,1,1,7,43,0,2,2,23:20
Seattle Seahawks,NFC WEST,8,8,9,11/5/2023,Sun,Away,BAL,L,3,37,,13,28,46.4,123,0,4.4,2.79,44.2,4,34,15,28,0,1.9,47,151,3.21,1,1,0,0,7,320,5,1,0,6,1,12,0,1,5,29,1,1,2,19:56
Seattle Seahawks,NFC WEST,9,9,10,11/12/2023,Sun,Home,WAS,W,29,26,,31,47,66,369,2,7.9,8.7,103.9,1,0,26,120,0,4.6,74,489,6.61,5,5,2,2,4,181,16,7,4,27,4,14,1,1,8,50,0,0,0,30:27:00
Seattle Seahawks,NFC WEST,10,10,11,11/19/2023,Sun,Away,LAR,L,16,17,,24,40,60,223,1,5.6,4.95,73.2,2,13,21,68,0,3.2,63,291,4.62,4,3,1,1,4,202,12,3,1,16,5,15,2,2,12,130,0,1,1,32:06:00
Seattle Seahawks,NFC WEST,11,11,12,11/23/2023,Thu,Home,SFO,L,13,31,,18,27,66.7,132,0,4.9,3.22,62.6,6,48,21,88,0,4.2,54,220,4.07,3,2,1,1,5,231,6,8,0,14,3,11,0,1,5,39,1,1,2,24:30:00
Seattle Seahawks,NFC WEST,12,12,13,11/30/2023,Thu,Away,DAL,L,35,41,,23,41,56.1,334,3,8.1,8.51,97,1,0,22,72,2,3.3,64,406,6.34,1,0,5,5,0,0,16,4,5,25,9,14,0,3,10,130,0,1,1,23:33
Seattle Seahawks,NFC WEST,13,13,14,12/10/2023,Sun,Away,SFO,L,16,28,,22,31,71,254,2,8.2,6.58,90,4,15,20,70,0,3.5,55,324,5.89,1,1,1,1,6,311,11,4,2,17,2,11,0,1,5,39,0,2,2,30:45:00
Seattle Seahawks,NFC WEST,14,14,15,12/18/2023,Mon,Home,PHI,W,20,17,,22,33,66.7,197,1,6,6.58,92.6,2,11,24,100,1,4.2,59,297,5.03,2,2,2,2,5,280,7,7,2,16,6,14,0,0,5,35,0,0,0,27:02:00
Seattle Seahawks,NFC WEST,15,15,16,12/24/2023,Sun,Away,TEN,W,20,17,,25,36,69.4,215,2,6,7.08,103.4,3,12,20,58,0,2.9,59,273,4.63,2,2,2,2,3,134,14,3,4,21,7,13,0,0,6,47,0,0,0,26:09:00
Seattle Seahawks,NFC WEST,16,16,17,12/31/2023,Sun,Home,PIT,L,23,30,,23,33,69.7,281,1,8.5,9.12,105.7,1,9,15,88,1,5.9,49,369,7.53,3,3,2,2,3,159,13,4,0,17,3,9,0,0,4,25,1,0,1,22:27
Seattle Seahawks,NFC WEST,17,17,18,1/7/2024,Sun,Away,ARI,W,21,20,,16,28,57.1,189,2,6.8,8.18,101.6,0,0,25,138,0,5.5,53,327,6.17,2,2,1,1,5,258,8,9,1,18,6,12,0,0,0,0,0,0,0,23:57
San Francisco 49ers,NFC WEST,1,1,1,9/9/2018,Sun,Away,MIN,L,16,24,,15,33,45.5,237,1,7.2,3.7,42.1,3,24,25,90,0,3.6,61,327,5.36,3,3,1,1,4,174,10,6,4,20,5,13,0,0,3,21,1,3,4,28:51:00
San Francisco 49ers,NFC WEST,2,2,2,9/16/2018,Sun,Home,DET,W,30,27,,18,26,69.2,156,2,6,7.54,110.4,6,50,28,190,1,6.8,60,346,5.77,3,3,3,3,5,227,13,6,4,23,3,11,0,0,9,86,0,0,0,29:34:00
San Francisco 49ers,NFC WEST,3,3,3,9/23/2018,Sun,Away,KAN,L,27,38,,20,30,66.7,228,2,7.6,8.93,111.5,4,23,29,178,1,6.1,63,406,6.44,2,2,2,1,4,148,12,11,3,26,2,9,2,2,14,147,0,0,0,29:59:00
San Francisco 49ers,NFC WEST,4,4,4,9/30/2018,Sun,Away,LAC,L,27,29,,23,37,62.2,288,2,7.8,6.43,81.8,1,10,21,76,0,3.6,59,364,6.17,2,2,3,3,5,235,13,5,4,22,5,12,0,0,4,29,0,2,2,27:34:00
San Francisco 49ers,NFC WEST,5,5,5,10/7/2018,Sun,Home,ARI,L,18,28,,34,54,63,300,2,5.6,4.63,74.6,4,49,34,147,1,4.3,92,447,4.86,1,0,0,0,4,177,22,9,2,33,10,17,1,2,9,65,3,2,5,40:12:00
San Francisco 49ers,NFC WEST,6,6,6,10/15/2018,Mon,Away,GNB,L,30,33,,16,23,69.6,227,2,9.9,9.65,112,2,18,30,174,1,5.8,55,401,7.29,3,3,3,3,3,126,8,9,1,18,2,9,0,0,2,10,2,1,3,28:52:00
San Francisco 49ers,NFC WEST,7,7,7,10/21/2018,Sun,Home,LAR,L,10,39,,15,27,55.6,121,1,4.5,1.89,48.5,7,49,24,107,0,4.5,58,228,3.93,1,1,1,1,5,160,8,8,0,16,3,11,0,1,2,10,2,2,4,27:09:00
San Francisco 49ers,NFC WEST,8,8,8,10/28/2018,Sun,Away,ARI,L,15,18,,14,28,50,160,1,5.7,6.43,79.5,4,30,31,107,0,3.5,63,267,4.24,2,2,1,1,7,285,9,5,2,16,5,14,0,0,5,59,0,0,0,32:19:00
San Francisco 49ers,NFC WEST,9,9,9,11/1/2018,Thu,Home,OAK,W,34,3,,16,22,72.7,262,3,11.9,14.64,151.9,0,0,32,143,1,4.5,54,405,7.5,2,2,4,4,3,164,10,6,2,18,5,12,0,0,3,23,0,0,0,28:34:00
San Francisco 49ers,NFC WEST,10,10,10,11/12/2018,Mon,Home,NYG,L,23,27,,27,39,69.2,250,1,6.4,4.62,73.7,0,0,29,124,1,4.3,68,374,5.5,3,3,2,2,3,133,14,6,4,24,8,13,0,0,10,97,0,2,2,34:14:00
San Francisco 49ers,NFC WEST,11,11,12,11/25/2018,Sun,Away,TAM,L,9,27,,18,32,56.3,194,1,6.1,3.88,58.6,4,27,24,148,0,6.2,60,342,5.7,1,1,1,0,6,260,12,9,2,23,1,8,0,0,8,68,0,2,2,25:51:00
San Francisco 49ers,NFC WEST,12,12,13,12/2/2018,Sun,Away,SEA,L,16,43,,30,48,62.5,386,2,8,7.94,92.9,3,28,23,66,0,2.9,74,452,6.11,1,1,1,1,5,202,18,4,2,24,7,16,1,2,13,128,2,1,3,32:30:00
San Francisco 49ers,NFC WEST,13,13,14,12/9/2018,Sun,Home,DEN,W,20,14,,20,33,60.6,305,2,9.2,9.09,98.7,3,27,30,84,0,2.8,66,389,5.89,2,2,2,2,5,210,15,3,6,24,4,13,0,1,11,87,0,1,1,30:41:00
San Francisco 49ers,NFC WEST,14,14,15,12/16/2018,Sun,Home,SEA,W,26,23,OT,20,29,69,257,1,8.9,9.55,108,3,18,26,94,0,3.6,58,351,6.05,4,4,2,2,4,192,13,2,5,20,3,10,0,0,8,66,1,0,1,29:40:00
San Francisco 49ers,NFC WEST,15,15,16,12/23/2018,Sun,Home,CHI,L,9,14,,22,38,57.9,232,0,6.1,4.92,64.8,1,9,15,47,0,3.1,54,279,5.17,3,3,0,0,4,181,11,4,0,15,7,14,0,1,6,45,0,1,1,24:30:00
San Francisco 49ers,NFC WEST,16,16,17,12/30/2018,Sun,Away,LAR,L,32,48,,23,33,69.7,264,3,8,5.73,85.9,3,18,22,127,1,5.8,58,391,6.74,1,1,3,3,2,99,13,5,4,22,3,11,1,1,5,41,1,3,4,28:10:00
San Francisco 49ers,NFC WEST,1,1,1,9/8/2019,Sun,Away,TAM,W,31,17,,18,27,66.7,158,1,5.9,4.93,78.9,1,8,32,98,0,3.1,60,256,4.27,4,3,2,2,2,91,7,6,4,17,5,13,0,0,11,87,1,1,2,30:04:00
San Francisco 49ers,NFC WEST,2,2,2,9/15/2019,Sun,Away,CIN,W,41,17,,18,26,69.2,312,3,12,12.58,132.2,0,0,42,259,2,6.2,68,571,8.4,3,2,5,5,2,75,14,13,0,27,5,9,0,0,9,75,0,1,1,32:19:00
San Francisco 49ers,NFC WEST,3,3,3,9/22/2019,Sun,Home,PIT,W,24,20,,23,32,71.9,268,1,8.4,6.19,81.2,1,9,40,168,2,4.2,73,436,5.97,1,1,3,3,3,150,14,9,3,26,6,11,0,0,5,71,3,2,5,36:17:00
San Francisco 49ers,NFC WEST,4,4,5,10/7/2019,Mon,Home,CLE,W,31,3,,20,29,69,171,2,5.9,7.28,107.1,2,10,40,275,2,6.9,71,446,6.28,4,1,4,4,4,176,11,10,1,22,6,16,1,1,4,34,0,0,0,37:43:00
San Francisco 49ers,NFC WEST,5,5,6,10/13/2019,Sun,Away,LAR,W,20,7,,24,33,72.7,232,0,7,5.67,79.4,2,11,41,99,2,2.4,76,331,4.36,3,2,2,2,4,159,14,8,0,22,8,17,1,1,4,30,1,1,2,38:52:00
San Francisco 49ers,NFC WEST,6,6,7,10/20/2019,Sun,Away,WAS,W,9,0,,12,21,57.1,146,0,7,4.81,58.8,2,5,39,137,0,3.5,62,283,4.56,4,3,0,0,2,94,8,7,2,17,7,16,1,2,2,20,0,1,1,33:24:00
San Francisco 49ers,NFC WEST,7,7,8,10/27/2019,Sun,Home,CAR,W,51,13,,18,22,81.8,156,2,7.1,6.86,107.6,3,19,38,232,5,6.1,63,388,6.16,1,1,6,6,3,121,12,10,2,24,5,10,0,0,4,31,0,1,1,33:01:00
San Francisco 49ers,NFC WEST,8,8,9,10/31/2019,Thu,Away,ARI,W,28,25,,28,37,75.7,310,4,8.4,10.54,136.1,1,7,31,101,0,3.3,69,411,5.96,0,0,4,4,5,231,15,5,1,21,11,17,1,1,8,75,0,0,0,34:31:00
San Francisco 49ers,NFC WEST,9,9,10,11/11/2019,Mon,Home,SEA,L,24,27,OT,24,46,52.2,215,1,4.7,4.13,63.2,5,33,27,87,0,3.2,78,302,3.87,4,3,1,1,5,232,15,2,4,21,6,15,0,1,5,40,2,1,3,34:41:00
San Francisco 49ers,NFC WEST,10,10,11,11/17/2019,Sun,Home,ARI,W,36,26,,34,45,75.6,408,4,9.1,8.84,113.9,2,16,19,34,0,1.8,66,442,6.7,1,1,3,3,2,101,20,1,5,26,6,13,0,2,10,127,0,2,2,28:37:00
San Francisco 49ers,NFC WEST,11,11,12,11/24/2019,Sun,Home,GNB,W,37,8,,14,20,70,227,2,11.4,13.35,141,3,26,22,112,2,5.1,45,339,7.53,3,3,4,4,4,182,9,6,1,16,3,9,0,0,9,78,0,0,0,24:44:00
San Francisco 49ers,NFC WEST,12,12,13,12/1/2019,Sun,Away,BAL,L,17,20,,15,21,71.4,157,1,7.5,8.43,108.6,2,8,29,174,1,6,52,331,6.37,2,1,2,2,2,90,7,7,1,15,4,12,1,2,6,54,1,0,1,27:34:00
San Francisco 49ers,NFC WEST,13,13,14,12/8/2019,Sun,Away,NOR,W,48,46,,27,36,75,354,5,9.8,11.36,133.6,3,30,24,162,1,6.8,63,516,8.19,2,2,6,6,3,134,15,7,3,25,6,12,1,1,10,67,0,1,1,28:37:00
San Francisco 49ers,NFC WEST,14,14,15,12/15/2019,Sun,Home,ATL,L,22,29,,22,34,64.7,193,1,5.7,6.26,89.5,1,7,27,120,1,4.4,62,313,5.05,3,3,2,1,4,184,10,8,2,20,4,12,1,1,7,67,2,0,2,30:48:00
San Francisco 49ers,NFC WEST,15,15,16,12/21/2019,Sat,Home,LAR,W,34,31,,16,27,59.3,215,1,8,5.37,66.1,6,33,23,119,2,5.2,56,334,5.96,2,2,4,4,5,219,12,5,2,19,4,10,0,0,3,26,0,2,2,27:39:00
San Francisco 49ers,NFC WEST,16,16,17,12/29/2019,Sun,Away,SEA,W,26,21,,18,22,81.8,270,0,12.3,12.27,117.8,2,15,24,128,3,5.3,48,398,8.29,2,2,2,2,2,94,12,6,0,18,4,8,0,0,8,57,0,0,0,27:04:00
San Francisco 49ers,NFC WEST,1,1,1,9/13/2020,Sun,Home,ARI,L,20,24,,19,33,57.6,243,2,7.4,8.58,100.9,3,16,25,123,0,4.9,61,366,6,2,2,2,2,5,178,10,6,2,18,2,11,0,2,5,53,0,0,0,28:34:00
San Francisco 49ers,NFC WEST,2,2,2,9/20/2020,Sun,Away,NYJ,W,31,13,,22,27,81.5,177,2,6.6,6.37,103.2,3,25,29,182,2,6.3,59,359,6.08,1,1,4,4,4,199,12,3,2,17,7,13,0,0,5,59,0,1,1,32:13:00
San Francisco 49ers,NFC WEST,3,3,3,9/27/2020,Sun,Away,NYG,W,36,9,,25,36,69.4,327,1,9.1,9.64,107.1,2,16,35,93,3,2.7,73,420,5.75,4,3,3,3,0,0,19,7,3,29,8,12,0,0,6,45,0,0,0,39:44:00
San Francisco 49ers,NFC WEST,4,4,4,10/4/2020,Sun,Home,PHI,L,20,25,,32,45,71.1,301,1,6.7,5.13,78.1,5,37,20,116,2,5.8,70,417,5.96,0,0,2,2,4,177,20,4,1,25,5,11,0,1,6,42,1,2,3,30:31:00
San Francisco 49ers,NFC WEST,5,5,5,10/11/2020,Sun,Home,MIA,L,17,43,,16,35,45.7,128,1,3.7,1.66,41.1,5,43,19,131,1,6.9,59,259,4.39,1,1,2,2,3,133,8,7,4,19,2,10,0,2,7,75,1,2,3,23:07
San Francisco 49ers,NFC WEST,6,6,6,10/18/2020,Sun,Home,LAR,W,24,16,,23,33,69.7,268,3,8.1,9.94,124.3,0,0,37,122,0,3.3,70,390,5.57,1,1,3,3,5,235,16,6,2,24,5,13,1,1,7,63,0,0,0,37:55:00
San Francisco 49ers,NFC WEST,7,7,7,10/25/2020,Sun,Away,NWE,W,33,6,,20,25,80,270,0,10.8,7.2,78.3,1,7,37,197,4,5.3,63,467,7.41,2,2,4,3,1,45,13,13,0,26,5,9,0,0,6,65,0,2,2,38:23:00
San Francisco 49ers,NFC WEST,8,8,8,11/1/2020,Sun,Away,SEA,L,27,37,,29,41,70.7,299,2,7.3,7.17,97.5,3,23,22,52,2,2.4,66,351,5.32,0,0,3,3,4,202,16,6,2,24,6,13,2,2,6,36,1,1,2,29:02:00
San Francisco 49ers,NFC WEST,9,9,9,11/5/2020,Thu,Home,GNB,L,17,34,,22,35,62.9,282,1,8.1,7.34,85.7,1,9,17,55,1,3.2,53,337,6.36,1,1,2,2,4,219,8,6,3,17,3,10,0,1,4,33,1,1,2,23:30
San Francisco 49ers,NFC WEST,10,10,10,11/15/2020,Sun,Away,NOR,L,13,27,,24,39,61.5,232,1,5.9,4.15,65.3,2,15,25,49,0,2,66,281,4.26,2,2,1,1,5,239,14,3,4,21,7,16,0,1,6,51,2,2,4,32:54:00
San Francisco 49ers,NFC WEST,11,11,12,11/29/2020,Sun,Away,LAR,W,23,20,,24,35,68.6,233,0,6.7,5.37,75.1,2,19,33,112,1,3.4,70,345,4.93,4,3,2,2,7,357,10,6,2,18,3,14,1,1,5,40,2,1,3,34:03:00
San Francisco 49ers,NFC WEST,12,12,13,12/7/2020,Mon,Home,BUF,L,24,34,,26,39,66.7,316,3,8.1,7.33,95.7,0,0,21,86,0,4.1,60,402,6.7,1,1,3,3,2,90,18,5,1,24,6,11,0,1,7,43,0,2,2,25:02:00
San Francisco 49ers,NFC WEST,13,13,14,12/13/2020,Sun,Home,WAS,L,15,23,,25,45,55.6,236,1,5.2,4.69,68.4,4,24,27,108,1,4,76,344,4.53,0,0,1,1,9,411,13,7,1,21,4,15,0,1,5,35,2,1,3,32:11:00
San Francisco 49ers,NFC WEST,14,14,15,12/20/2020,Sun,Away,DAL,L,33,41,,26,43,60.5,308,3,7.2,6.47,86.2,2,11,36,150,1,4.2,81,458,5.65,2,2,3,3,4,186,15,9,4,28,6,15,1,1,4,39,2,2,4,34:56:00
San Francisco 49ers,NFC WEST,15,15,16,12/26/2020,Sat,Away,ARI,W,20,12,,13,22,59.1,171,3,7.8,10.5,123.3,3,11,30,227,0,7.6,55,398,7.24,2,0,3,2,5,195,11,11,0,22,2,9,0,0,4,27,1,0,1,27:44:00
San Francisco 49ers,NFC WEST,16,16,17,1/3/2021,Sun,Home,SEA,L,23,26,,25,37,67.6,242,1,6.5,7.08,94.7,3,31,24,86,1,3.6,64,328,5.13,3,3,2,2,5,227,14,2,1,17,6,15,1,1,2,25,1,0,1,32:20:00
San Francisco 49ers,NFC WEST,1,1,1,9/12/2021,Sun,Away,DET,W,41,33,,18,26,69.2,311,2,12,13.5,135.3,1,8,28,131,2,4.7,55,442,8.04,3,2,5,5,2,76,13,6,2,21,3,9,0,0,7,79,2,0,2,26:33:00
San Francisco 49ers,NFC WEST,2,2,2,9/19/2021,Sun,Away,PHI,W,17,11,,22,30,73.3,189,1,6.3,6.97,100.6,0,0,38,117,1,3.1,68,306,4.5,1,1,2,2,5,226,9,10,4,23,6,14,1,1,5,60,0,0,0,34:54:00
San Francisco 49ers,NFC WEST,3,3,3,9/26/2021,Sun,Home,GNB,L,28,30,,25,40,62.5,231,2,5.8,5.65,84.5,4,26,21,67,2,3.2,65,298,4.58,0,0,4,4,4,213,15,6,5,26,7,11,0,0,4,86,1,1,2,29:52:00
San Francisco 49ers,NFC WEST,4,4,4,10/3/2021,Sun,Home,SEA,L,21,28,,23,41,56.1,314,3,7.7,8.02,95,2,8,29,143,0,4.9,72,457,6.35,1,0,2,1,6,262,15,7,1,23,2,14,3,4,8,78,1,1,2,31:40:00
San Francisco 49ers,NFC WEST,5,5,5,10/10/2021,Sun,Away,ARI,L,10,17,,15,29,51.7,186,0,6.4,4.86,57.5,2,6,28,152,1,5.4,59,338,5.73,1,1,1,1,2,97,9,7,3,19,3,11,1,5,7,60,0,1,1,31:54:00
San Francisco 49ers,NFC WEST,6,6,7,10/24/2021,Sun,Home,IND,L,18,30,,16,27,59.3,169,1,6.3,3.67,59,2,12,24,111,1,4.6,53,280,5.28,2,2,1,0,4,193,8,5,0,13,1,11,0,0,7,122,2,2,4,26:04:00
San Francisco 49ers,NFC WEST,7,7,8,10/31/2021,Sun,Away,CHI,W,33,22,,17,28,60.7,322,0,11.5,11.5,100.6,0,0,26,145,3,5.6,54,467,8.65,5,4,2,1,0,0,12,9,0,21,4,10,1,1,7,55,0,0,0,23:11
San Francisco 49ers,NFC WEST,8,8,9,11/7/2021,Sun,Home,ARI,L,17,31,,28,40,70,298,2,7.5,7.33,97.7,5,28,11,39,0,3.5,56,337,6.02,1,1,2,2,4,163,17,2,3,22,4,10,0,0,3,35,2,1,3,23:13
San Francisco 49ers,NFC WEST,9,9,10,11/15/2021,Mon,Home,LAR,W,31,10,,15,19,78.9,179,2,9.4,11.53,141,1,3,44,156,1,3.5,64,335,5.23,1,1,4,4,3,127,9,10,1,20,8,14,1,2,9,53,0,0,0,39:03:00
San Francisco 49ers,NFC WEST,10,10,11,11/21/2021,Sun,Away,JAX,W,30,10,,16,22,72.7,162,2,7.4,9.18,123.7,2,14,42,171,1,4.1,66,333,5.05,3,3,3,3,2,88,8,13,4,25,6,12,1,1,1,12,0,0,0,38:22:00
San Francisco 49ers,NFC WEST,11,11,12,11/28/2021,Sun,Home,MIN,W,34,26,,17,26,65.4,215,1,8.3,7.31,87.8,2,15,39,208,3,5.3,67,423,6.31,3,2,4,4,3,183,10,11,2,23,5,12,0,0,5,57,0,1,1,37:07:00
