,,,,,,,,,Score,,,,Passing,,,,,,,,,,Rushing,,,,Total Offense,,,Kicking,,,,Punting,,First Downs,,,,Downs,,,,Penalties,,Turnovers,,,
Tm,Div,Rk,Gtm,Week,Date,Day,Home/Away,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP
Los Angeles Rams,NFC WEST,11,11,12,11/28/2021,Sun,Away,GNB,L,28,36,,21,39,53.8,285,3,7.3,7.69,92.4,2,17,20,68,0,3.4,61,353,5.79,2,2,2,2,5,205,10,5,0,15,4,13,0,1,4,30,2,1,3,20:20
Los Angeles Rams,NFC WEST,12,12,13,12/5/2021,Sun,Home,JAX,W,37,7,,26,38,68.4,290,3,7.6,9.21,117.2,1,5,27,128,1,4.7,66,418,6.33,3,3,4,4,3,150,15,7,2,24,5,12,1,1,7,47,0,0,0,33:45:00
Los Angeles Rams,NFC WEST,13,13,14,12/13/2021,Mon,Away,ARI,W,30,23,,23,30,76.7,267,3,8.9,10.9,136.4,3,20,21,89,0,4.2,54,356,6.59,3,3,3,3,3,120,12,4,2,18,6,12,0,0,5,40,0,0,0,29:04:00
Los Angeles Rams,NFC WEST,14,14,15,12/21/2021,Tue,Home,SEA,W,20,10,,21,29,72.4,209,2,7.2,7.03,101.1,4,35,29,123,0,4.2,62,332,5.35,2,2,2,2,3,130,11,7,2,20,6,12,0,1,4,34,0,1,1,35:06:00
Los Angeles Rams,NFC WEST,15,15,16,12/26/2021,Sun,Away,MIN,W,30,23,,21,37,56.8,197,1,5.3,2.22,46.8,0,0,33,159,1,4.8,70,356,5.09,3,3,3,3,2,108,11,11,0,22,7,14,1,1,1,5,0,3,3,30:00:00
Los Angeles Rams,NFC WEST,16,16,17,1/2/2022,Sun,Away,BAL,W,20,19,,26,35,74.3,300,2,8.6,7.14,94.9,1,9,20,73,1,3.7,56,373,6.66,1,0,2,2,2,92,14,6,0,20,3,9,1,1,4,35,1,2,3,26:21:00
Los Angeles Rams,NFC WEST,17,17,18,1/9/2022,Sun,Home,SFO,L,24,27,OT,21,32,65.6,201,3,6.3,5.34,88.2,5,37,27,64,0,2.4,64,265,4.14,1,1,3,3,4,198,12,4,3,19,10,17,1,1,3,15,0,2,2,31:24:00
Los Angeles Rams,NFC WEST,1,1,1,9/8/2022,Thu,Home,BUF,L,10,31,,29,41,70.7,191,1,4.7,1.85,58.1,7,49,18,52,0,2.9,66,243,3.68,1,1,1,1,4,180,14,3,2,19,6,13,2,3,4,30,0,3,3,28:46:00
Los Angeles Rams,NFC WEST,2,2,2,9/18/2022,Sun,Home,ATL,W,31,27,,27,36,75,272,3,7.6,6.72,100.7,1,0,26,65,1,2.5,63,337,5.35,1,1,4,4,0,0,16,6,2,24,6,10,0,1,3,61,1,2,3,30:24:00
Los Angeles Rams,NFC WEST,3,3,3,9/25/2022,Sun,Away,ARI,W,20,12,,18,25,72,239,0,9.6,9.56,101.9,1,10,20,100,2,5,46,339,7.37,2,2,2,2,3,135,10,5,0,15,3,8,0,0,6,35,1,0,1,26:04:00
Los Angeles Rams,NFC WEST,4,4,4,10/3/2022,Mon,Away,SFO,L,9,24,,32,48,66.7,200,0,4.2,3.23,66.3,7,54,18,57,0,3.2,73,257,3.52,3,3,0,0,4,229,16,3,2,21,5,15,2,2,1,5,1,1,2,34:34:00
Los Angeles Rams,NFC WEST,5,5,5,10/9/2022,Sun,Home,DAL,L,10,22,,29,44,65.9,285,1,6.5,5.91,82.1,5,35,15,38,0,2.5,64,323,5.05,2,1,1,1,6,223,10,2,2,14,6,17,1,1,3,25,2,1,3,30:30:00
Los Angeles Rams,NFC WEST,6,6,6,10/16/2022,Sun,Home,CAR,W,24,10,,26,33,78.8,249,1,7.5,6.79,95.6,1,4,29,111,2,3.8,63,360,5.71,1,1,3,3,5,240,16,5,1,22,6,12,0,0,7,49,0,1,1,37:05:00
Los Angeles Rams,NFC WEST,7,7,8,10/30/2022,Sun,Home,SFO,L,14,31,,22,33,66.7,167,1,5.1,5.67,88.8,2,20,21,56,1,2.7,56,223,3.98,0,0,2,2,5,253,11,3,2,16,8,13,0,0,4,50,0,0,0,30:04:00
Los Angeles Rams,NFC WEST,8,8,9,11/6/2022,Sun,Away,TAM,L,13,16,,13,27,48.1,138,1,5.1,5.85,75.8,4,27,24,68,0,2.8,55,206,3.75,2,2,1,1,9,477,6,3,0,9,4,15,0,0,4,53,0,0,0,28:44:00
Los Angeles Rams,NFC WEST,9,9,10,11/13/2022,Sun,Home,ARI,L,17,27,,25,37,67.6,190,1,5.1,4.46,77.5,3,19,20,66,1,3.3,60,256,4.27,1,1,2,2,5,252,12,6,0,18,3,11,2,2,5,29,1,1,2,27:59:00
Los Angeles Rams,NFC WEST,10,10,11,11/20/2022,Sun,Away,NOR,L,20,27,,16,28,57.1,188,2,6.7,8.14,101.5,4,35,30,148,0,4.9,62,336,5.42,2,2,2,2,6,286,10,7,0,17,5,14,1,2,6,55,0,0,0,28:53:00
Los Angeles Rams,NFC WEST,11,11,12,11/27/2022,Sun,Away,KAN,L,10,26,,14,24,58.3,82,1,3.4,0.5,44.1,3,24,28,116,0,4.1,55,198,3.6,1,1,1,1,4,180,8,5,0,13,5,13,3,3,5,25,0,2,2,27:34:00
Los Angeles Rams,NFC WEST,12,12,13,12/4/2022,Sun,Home,SEA,L,23,27,,14,26,53.8,148,0,5.7,2.23,38.6,4,30,33,171,2,5.2,63,319,5.06,3,3,2,2,3,164,7,11,2,20,4,12,1,2,4,39,0,2,2,29:07:00
Los Angeles Rams,NFC WEST,13,13,14,12/8/2022,Thu,Home,LVR,W,17,16,,22,35,62.9,211,1,6,6.6,89.1,4,19,22,71,1,3.2,61,282,4.62,2,1,2,2,3,156,12,3,5,20,4,12,1,1,7,60,1,0,1,29:39:00
Los Angeles Rams,NFC WEST,14,14,15,12/19/2022,Mon,Away,GNB,L,12,24,,12,21,57.1,84,1,4,2.81,62.4,5,27,17,72,0,4.2,43,156,3.63,2,2,1,0,4,151,6,4,3,13,4,11,0,0,8,76,0,1,1,22:41
Los Angeles Rams,NFC WEST,15,15,16,12/25/2022,Sun,Home,DEN,W,51,14,,24,28,85.7,230,2,8.2,9.64,124.7,0,0,36,158,3,4.4,64,388,6.06,3,3,6,6,0,0,14,11,1,26,6,10,1,1,3,6,0,0,0,36:35:00
Los Angeles Rams,NFC WEST,16,16,17,1/1/2023,Sun,Away,LAC,L,10,31,,11,19,57.9,111,0,5.8,5.84,74.7,3,21,26,166,1,6.4,48,277,5.77,1,1,1,1,5,222,6,6,0,12,4,11,0,0,3,22,1,0,1,28:08:00
Los Angeles Rams,NFC WEST,17,17,18,1/8/2023,Sun,Away,SEA,L,16,19,OT,13,26,50,123,0,4.7,3,47.4,5,24,28,146,1,5.2,59,269,4.56,3,3,1,1,6,286,7,6,1,14,4,14,1,1,3,35,0,1,1,29:55:00
Los Angeles Rams,NFC WEST,1,1,1,9/10/2023,Sun,Away,SEA,W,30,13,,24,38,63.2,334,0,8.8,8.79,91.3,0,0,40,92,3,2.3,78,426,5.46,5,3,3,3,1,45,17,8,2,27,11,17,1,1,7,53,0,0,0,39:23:00
Los Angeles Rams,NFC WEST,2,2,2,9/17/2023,Sun,Home,SFO,L,23,30,,34,55,61.8,297,1,5.4,4.13,67,1,10,22,89,1,4,78,386,4.95,3,3,2,2,2,108,17,9,2,28,7,14,1,2,6,55,0,2,2,33:11:00
Los Angeles Rams,NFC WEST,3,3,3,9/25/2023,Mon,Away,CIN,L,16,19,,18,33,54.5,221,1,6.7,4.58,60.3,6,48,13,71,0,5.5,52,292,5.62,3,3,1,1,6,306,12,2,1,15,1,11,1,1,4,28,0,2,2,24:00:00
Los Angeles Rams,NFC WEST,4,4,4,10/1/2023,Sun,Away,IND,W,29,23,OT,27,40,67.5,303,1,7.6,6.95,87.8,2,16,36,164,2,4.6,78,467,5.99,5,3,2,2,3,123,16,8,3,27,6,15,1,1,8,85,0,1,1,39:46:00
Los Angeles Rams,NFC WEST,5,5,5,10/8/2023,Sun,Home,PHI,L,14,23,,21,37,56.8,195,2,5.3,6.35,89.4,4,27,14,54,0,3.9,55,249,4.53,0,0,2,2,4,215,13,2,2,17,6,14,2,3,5,48,0,0,0,22:05
Los Angeles Rams,NFC WEST,6,6,6,10/15/2023,Sun,Home,ARI,W,26,9,,15,24,62.5,203,1,8.5,9.29,103.3,3,23,28,179,1,6.4,55,382,6.95,4,4,2,2,4,186,7,9,1,17,4,12,0,0,6,59,1,0,1,29:30:00
Los Angeles Rams,NFC WEST,7,7,7,10/22/2023,Sun,Home,PIT,L,17,24,,14,29,48.3,219,1,7.6,6.69,70.9,2,12,31,135,1,4.4,62,354,5.71,3,1,1,0,4,208,8,8,3,19,9,16,0,0,5,40,0,1,1,31:46:00
Los Angeles Rams,NFC WEST,8,8,8,10/29/2023,Sun,Away,DAL,L,20,43,,18,32,56.3,188,1,5.9,5.09,70.8,2,16,24,92,1,3.8,58,280,4.83,2,2,0,0,5,183,8,5,2,15,4,13,1,2,4,25,0,1,1,24:32:00
Los Angeles Rams,NFC WEST,9,9,9,11/5/2023,Sun,Away,GNB,L,3,20,,13,28,46.4,119,0,4.3,2.64,43.6,1,11,26,68,0,2.6,55,187,3.4,2,1,0,0,5,224,6,3,1,10,5,14,0,2,5,36,1,1,2,24:44:00
Los Angeles Rams,NFC WEST,10,10,11,11/19/2023,Sun,Home,SEA,W,17,16,,17,31,54.8,185,1,6,5.16,70,1,5,27,82,1,3,59,267,4.53,1,1,2,2,5,263,9,6,5,20,2,9,0,1,9,92,0,1,1,27:54:00
Los Angeles Rams,NFC WEST,11,11,12,11/26/2023,Sun,Away,ARI,W,37,14,,25,33,75.8,229,4,6.9,8,121.1,0,0,33,228,1,6.9,66,457,6.92,2,1,5,4,2,73,16,9,0,25,6,12,2,2,5,23,0,1,1,34:52:00
Los Angeles Rams,NFC WEST,12,12,13,12/3/2023,Sun,Home,CLE,W,36,19,,22,37,59.5,279,3,7.5,9.16,110.1,0,0,25,120,1,4.8,62,399,6.44,3,2,4,4,5,293,10,6,4,20,4,12,0,0,7,45,0,0,0,25:57:00
Los Angeles Rams,NFC WEST,13,13,14,12/10/2023,Sun,Away,BAL,L,31,37,OT,23,41,56.1,282,3,6.9,8.34,101.9,2,12,30,128,0,4.3,73,410,5.62,3,3,2,2,6,311,14,5,5,24,6,16,0,0,5,34,0,0,0,34:35:00
Los Angeles Rams,NFC WEST,14,14,15,12/17/2023,Sun,Home,WAS,W,28,20,,25,33,75.8,249,2,7.5,8.76,116.9,3,9,37,196,1,5.3,73,445,6.1,3,2,2,2,3,134,10,12,1,23,9,16,0,0,5,36,2,0,2,35:53:00
Los Angeles Rams,NFC WEST,15,15,16,12/21/2023,Thu,Home,NOR,W,30,22,,24,34,70.6,325,2,9.6,10.74,120.3,1,3,32,133,1,4.2,67,458,6.84,4,3,3,3,2,46,18,4,1,23,4,12,1,1,3,25,0,0,0,34:18:00
Los Angeles Rams,NFC WEST,16,16,17,12/31/2023,Sun,Away,NYG,W,26,25,,24,34,70.6,286,1,8.4,6.35,81.2,4,31,23,105,3,4.6,61,391,6.41,0,0,4,2,5,287,14,7,1,22,2,8,0,1,3,28,1,2,3,30:11:00
Los Angeles Rams,NFC WEST,17,17,18,1/7/2024,Sun,Away,SFO,W,21,20,,17,24,70.8,149,2,6.2,6,97.4,2,14,36,109,1,3,62,258,4.16,0,0,2,1,2,96,11,7,1,19,9,15,3,4,2,8,0,1,1,31:00:00
Seattle Seahawks,NFC WEST,1,1,1,9/9/2018,Sun,Away,DEN,L,24,27,,19,33,57.6,242,3,7.3,6.42,85.7,6,56,16,64,0,4,55,306,5.56,2,1,3,3,6,354,10,1,2,13,2,12,0,0,7,45,1,2,3,24:52:00
Seattle Seahawks,NFC WEST,2,2,2,9/17/2018,Mon,Away,CHI,L,17,24,,22,36,61.1,202,2,5.6,5.47,83.3,6,24,22,74,0,3.4,64,276,4.31,1,1,2,2,7,316,10,6,1,17,5,13,0,0,5,37,1,1,2,25:36:00
Seattle Seahawks,NFC WEST,3,3,3,9/23/2018,Sun,Home,DAL,W,24,13,,16,26,61.5,182,2,7,8.54,108.2,2,10,39,113,1,2.9,67,295,4.4,1,1,3,3,8,350,10,6,2,18,7,16,0,0,10,67,0,0,0,32:44:00
Seattle Seahawks,NFC WEST,4,4,4,9/30/2018,Sun,Away,ARI,W,20,17,,19,26,73.1,160,0,6.2,6.15,88.6,2,12,34,171,2,5,62,331,5.34,4,2,2,2,4,190,6,11,2,19,0,10,1,2,8,57,0,0,0,31:46:00
Seattle Seahawks,NFC WEST,5,5,5,10/7/2018,Sun,Home,LAR,L,31,33,,13,21,61.9,183,3,8.7,11.57,129.6,2,15,32,190,1,5.9,55,373,6.78,1,1,4,4,4,138,9,8,3,20,7,12,0,0,7,50,0,0,0,30:30:00
Seattle Seahawks,NFC WEST,6,6,6,10/14/2018,Sun,Away,OAK,W,27,3,,17,23,73.9,214,3,9.3,9.96,123.9,1,8,37,155,0,4.2,61,369,6.05,2,2,3,3,2,86,11,6,2,19,9,13,0,0,8,64,0,1,1,31:26:00
Seattle Seahawks,NFC WEST,7,7,8,10/28/2018,Sun,Away,DET,W,28,14,,14,17,82.4,237,3,13.9,17.47,158.3,2,11,42,176,1,4.2,61,413,6.77,0,0,4,4,4,198,11,8,1,20,6,12,1,2,7,111,0,0,0,34:55:00
Seattle Seahawks,NFC WEST,8,8,9,11/4/2018,Sun,Home,LAC,L,17,25,,26,39,66.7,202,2,5.2,5.05,85.6,4,33,32,154,0,4.8,75,356,4.75,2,1,2,2,6,317,10,11,4,25,4,15,3,3,10,83,0,1,1,35:41:00
Seattle Seahawks,NFC WEST,9,9,10,11/11/2018,Sun,Away,LAR,L,31,36,,17,26,65.4,141,3,5.4,7.73,117.6,4,35,34,273,1,8,64,414,6.47,1,1,4,4,3,165,9,15,5,29,2,9,0,1,7,56,1,0,1,30:37:00
Seattle Seahawks,NFC WEST,10,10,11,11/15/2018,Thu,Home,GNB,W,27,24,,21,31,67.7,205,2,6.6,7.9,107.6,3,20,35,173,1,4.9,69,378,5.48,2,2,3,3,4,208,12,9,2,23,6,15,2,2,6,30,1,0,1,34:18:00
Seattle Seahawks,NFC WEST,11,11,12,11/25/2018,Sun,Away,CAR,W,30,27,,22,31,71,322,2,10.4,11.68,126,2,17,28,75,1,2.7,61,397,6.51,3,3,3,3,3,158,13,7,1,21,6,14,2,2,4,36,0,0,0,30:26:00
Seattle Seahawks,NFC WEST,12,12,13,12/2/2018,Sun,Home,SFO,W,43,16,,11,17,64.7,163,4,9.6,14.29,135.5,3,22,29,168,1,5.8,49,331,6.76,1,1,6,4,4,199,7,8,6,21,4,9,0,0,10,100,0,0,0,27:30:00
Seattle Seahawks,NFC WEST,13,13,14,12/10/2018,Mon,Home,MIN,W,21,7,,10,20,50,60,0,3,0.75,35.4,2,12,42,214,1,5.1,64,274,4.28,2,2,1,1,5,220,4,13,2,19,3,11,1,1,4,45,0,1,1,31:49:00
Seattle Seahawks,NFC WEST,14,14,15,12/16/2018,Sun,Away,SFO,L,23,26,OT,23,31,74.2,217,2,7,8.29,114.6,3,20,35,168,1,4.8,69,385,5.58,1,1,3,2,8,426,12,5,1,18,9,19,1,1,14,148,0,0,0,37:14:00
Seattle Seahawks,NFC WEST,15,15,16,12/23/2018,Sun,Home,KAN,W,38,31,,18,29,62.1,254,3,8.8,10.83,124.8,3,17,43,210,2,4.9,75,464,6.19,2,1,5,5,3,104,15,11,5,31,7,14,0,0,3,20,0,0,0,35:02:00
Seattle Seahawks,NFC WEST,16,16,17,12/30/2018,Sun,Home,ARI,W,27,24,,12,21,57.1,109,1,5.2,4,67.4,6,43,34,182,2,5.4,61,291,4.77,2,2,3,3,8,330,7,8,1,16,4,14,0,0,1,10,0,1,1,29:09:00
Seattle Seahawks,NFC WEST,1,1,1,9/8/2019,Sun,Home,CIN,W,21,20,,14,20,70,160,2,8,10,127.1,4,35,25,72,1,2.9,49,232,4.73,0,0,3,3,8,376,6,4,2,12,4,12,0,0,8,55,1,0,1,24:10:00
Seattle Seahawks,NFC WEST,2,2,2,9/15/2019,Sun,Away,PIT,W,28,26,,29,35,82.9,274,3,7.8,9.54,127.9,4,26,33,151,1,4.6,72,425,5.9,1,0,4,4,4,205,15,8,2,25,5,13,1,1,10,93,2,0,2,35:46:00
Seattle Seahawks,NFC WEST,3,3,3,9/22/2019,Sun,Home,NOR,L,27,33,,32,50,64,406,2,8.1,8.92,102.6,0,0,26,108,2,4.2,76,514,6.76,0,0,3,3,4,165,18,5,3,26,5,14,1,4,7,53,1,0,1,31:33:00
Seattle Seahawks,NFC WEST,4,4,4,9/29/2019,Sun,Away,ARI,W,27,10,,22,28,78.6,225,1,8,8.75,112.1,4,15,27,115,1,4.3,59,340,5.76,2,2,3,3,4,171,10,9,2,21,4,10,0,0,7,65,0,0,0,33:24:00
Seattle Seahawks,NFC WEST,5,5,5,10/3/2019,Thu,Home,LAR,W,30,29,,17,23,73.9,262,4,11.4,14.87,150.7,1,6,43,167,0,3.9,67,429,6.4,2,1,3,3,4,190,12,10,3,25,3,10,1,1,5,45,1,0,1,35:18:00
Seattle Seahawks,NFC WEST,6,6,6,10/13/2019,Sun,Away,CLE,W,32,28,,23,33,69.7,284,2,8.6,9.82,116.2,3,11,38,170,2,4.5,74,454,6.14,2,2,3,2,4,156,17,8,4,29,6,13,0,0,10,65,1,0,1,33:41:00
Seattle Seahawks,NFC WEST,7,7,7,10/20/2019,Sun,Home,BAL,L,16,30,,20,41,48.8,241,1,5.9,5.27,65.2,1,0,26,106,0,4.1,68,347,5.1,4,3,1,1,3,154,10,8,2,20,10,17,0,0,2,18,1,1,2,30:06:00
Seattle Seahawks,NFC WEST,8,8,8,10/27/2019,Sun,Away,ATL,W,27,20,,14,20,70,171,2,8.6,10.55,129.4,2,11,33,151,1,4.6,55,322,5.85,2,2,3,3,4,199,9,9,0,18,3,9,0,0,9,60,0,0,0,29:13:00
Seattle Seahawks,NFC WEST,9,9,9,11/3/2019,Sun,Home,TAM,W,40,34,OT,29,43,67.4,347,5,8.1,10.4,130.7,3,31,22,145,0,6.6,68,492,7.24,4,2,3,2,3,166,23,4,4,31,2,8,0,0,4,45,1,0,1,28:13:00
Seattle Seahawks,NFC WEST,10,10,10,11/11/2019,Mon,Away,SFO,W,27,24,OT,24,34,70.6,189,1,5.6,4.82,81.6,5,43,34,147,1,4.3,73,336,4.6,2,2,3,3,7,302,11,8,0,19,7,15,0,0,9,75,3,1,4,35:19:00
Seattle Seahawks,NFC WEST,11,11,12,11/24/2019,Sun,Away,PHI,W,17,9,,13,25,52,174,1,7,5.96,71.1,6,26,26,174,1,6.7,57,348,6.11,1,1,2,2,7,273,8,5,1,14,5,14,0,0,12,90,1,1,2,28:05:00
Seattle Seahawks,NFC WEST,12,12,13,12/2/2019,Mon,Home,MIN,W,37,30,,21,31,67.7,226,2,7.3,7.13,97,2,14,43,218,2,5.1,76,444,5.84,3,3,4,4,3,126,7,16,1,24,7,15,1,1,1,30,1,1,2,39:45:00
Seattle Seahawks,NFC WEST,13,13,14,12/8/2019,Sun,Away,LAR,L,12,28,,22,36,61.1,202,0,5.6,4.36,64.8,5,43,21,106,0,5,62,308,4.97,2,2,1,0,5,230,9,7,0,16,5,14,1,2,8,64,0,1,1,28:56:00
Seattle Seahawks,NFC WEST,14,14,15,12/15/2019,Sun,Away,CAR,W,30,24,,20,27,74.1,274,2,10.1,9.96,115.4,2,12,34,154,2,4.5,63,428,6.79,1,1,4,3,4,165,10,10,1,21,4,10,1,1,5,40,0,1,1,31:18:00
Seattle Seahawks,NFC WEST,15,15,16,12/22/2019,Sun,Home,ARI,L,13,27,,16,31,51.6,133,1,4.3,4.94,73.7,5,36,20,91,0,4.6,56,224,4,2,2,1,1,7,313,8,4,1,13,1,12,0,1,7,55,1,0,1,25:07:00
Seattle Seahawks,NFC WEST,16,16,17,12/29/2019,Sun,Home,SFO,L,21,26,,25,40,62.5,223,2,5.6,6.58,94.1,1,10,30,125,1,4.2,71,348,4.9,0,0,3,3,3,150,17,6,4,27,8,14,1,3,5,29,0,0,0,32:56:00
Seattle Seahawks,NFC WEST,1,1,1,9/13/2020,Sun,Away,ATL,W,38,25,,31,35,88.6,299,4,8.5,10.83,140.4,3,23,20,84,1,4.2,58,383,6.6,1,1,5,5,4,191,15,6,1,22,3,9,1,1,6,46,0,0,0,30:36:00
Seattle Seahawks,NFC WEST,2,2,2,9/20/2020,Sun,Home,NWE,W,35,30,,21,28,75,275,5,9.8,11.79,130.2,2,13,30,154,0,5.1,60,429,7.15,0,0,5,5,4,200,11,10,1,22,3,7,0,0,9,68,0,1,1,31:19:00
Seattle Seahawks,NFC WEST,3,3,3,9/27/2020,Sun,Home,DAL,W,38,31,,27,40,67.5,295,5,7.4,9.88,128.6,4,20,26,117,0,4.5,70,412,5.89,0,0,4,4,7,383,15,4,4,23,5,13,1,1,5,30,1,0,1,32:34:00
Seattle Seahawks,NFC WEST,4,4,4,10/4/2020,Sun,Away,MIA,W,31,23,,24,34,70.6,343,2,10.1,9.94,110.3,2,17,26,98,2,3.8,62,441,7.11,1,1,4,4,2,92,17,8,1,26,4,10,0,1,0,0,0,1,1,26:51:00
Seattle Seahawks,NFC WEST,5,5,5,10/11/2020,Sun,Home,MIN,W,27,26,,20,32,62.5,190,3,5.9,6.41,97.1,4,27,16,124,1,7.8,52,314,6.04,0,0,3,3,5,226,12,6,0,18,0,7,2,2,3,25,0,1,1,20:32
Seattle Seahawks,NFC WEST,6,6,7,10/25/2020,Sun,Away,ARI,L,34,37,OT,33,50,66,372,3,7.4,5.94,83.1,2,16,30,200,1,6.7,82,572,6.98,2,2,4,4,3,153,21,11,1,33,5,13,1,1,8,78,0,3,3,39:32:00
Seattle Seahawks,NFC WEST,7,7,8,11/1/2020,Sun,Home,SFO,W,37,27,,27,37,73,249,4,6.7,8.89,127,2,12,28,101,1,3.6,67,350,5.22,1,1,5,4,4,216,16,7,4,27,9,15,0,0,6,30,0,0,0,30:58:00
Seattle Seahawks,NFC WEST,8,8,9,11/8/2020,Sun,Away,BUF,L,34,44,,28,41,68.3,362,2,8.8,7.61,91.7,5,28,17,57,2,3.4,63,419,6.65,2,2,4,4,1,53,15,5,2,22,3,12,2,3,4,13,2,2,4,27:59:00
Seattle Seahawks,NFC WEST,9,9,10,11/15/2020,Sun,Away,LAR,L,16,23,,22,37,59.5,220,0,5.9,3.51,53.9,6,28,22,113,1,5.1,65,333,5.12,3,3,1,1,3,147,13,6,1,20,7,14,0,0,4,23,1,2,3,26:24:00
Seattle Seahawks,NFC WEST,10,10,11,11/19/2020,Thu,Home,ARI,W,28,21,,23,28,82.1,182,2,6.5,7.93,117.6,3,15,31,165,1,5.3,62,347,5.6,2,2,3,2,4,174,12,8,2,22,8,14,0,0,8,79,0,0,0,35:07:00
Seattle Seahawks,NFC WEST,11,11,12,11/30/2020,Mon,Away,PHI,W,23,17,,22,31,71,225,1,7.3,7.9,102.2,2,5,30,76,1,2.5,63,301,4.78,3,3,2,2,3,156,11,4,5,20,2,10,0,2,8,83,0,0,0,32:57:00
Seattle Seahawks,NFC WEST,12,12,13,12/6/2020,Sun,Home,NYG,L,12,17,,27,43,62.8,216,1,5,4.44,73.4,5,47,22,111,0,5,70,327,4.67,1,1,1,1,5,242,13,6,2,21,4,13,0,2,6,41,1,1,2,30:11:00
Seattle Seahawks,NFC WEST,13,13,14,12/13/2020,Sun,Home,NYJ,W,40,3,,25,32,78.1,236,4,7.4,8.47,124,1,3,36,174,1,4.8,69,410,5.94,2,2,5,4,2,83,18,7,3,28,6,11,0,0,4,35,0,1,1,34:28:00
Seattle Seahawks,NFC WEST,14,14,15,12/20/2020,Sun,Away,WAS,W,20,15,,18,27,66.7,121,1,4.5,3.56,73.2,0,0,26,181,1,7,53,302,5.7,2,2,2,2,4,203,6,9,1,16,5,12,0,0,4,45,0,1,1,27:44:00
Seattle Seahawks,NFC WEST,15,15,16,12/27/2020,Sun,Home,LAR,W,20,9,,20,32,62.5,197,1,6.2,6.78,90.2,5,28,24,95,1,4,61,292,4.79,2,2,2,2,5,243,10,5,0,15,8,17,0,0,5,31,0,0,0,27:10:00
Seattle Seahawks,NFC WEST,16,16,17,1/3/2021,Sun,Home,SFO,W,26,23,,20,36,55.6,159,2,4.4,5.53,85.3,2,22,27,121,1,4.5,65,280,4.31,2,2,3,2,5,266,11,9,1,21,4,12,1,1,4,35,0,0,0,27:40:00
Seattle Seahawks,NFC WEST,1,1,1,9/12/2021,Sun,Away,IND,W,28,16,,18,23,78.3,241,4,10.5,13.96,149.9,3,13,27,140,0,5.2,53,381,7.19,0,0,4,4,5,185,12,6,0,18,4,9,0,0,7,53,1,0,1,24:13:00
Seattle Seahawks,NFC WEST,2,2,2,9/19/2021,Sun,Home,TEN,L,30,33,OT,22,31,71,320,2,10.3,11.61,125.7,3,23,18,77,2,4.3,52,397,7.63,1,1,4,3,6,310,10,5,2,17,4,12,0,0,10,100,0,0,0,22:42
Seattle Seahawks,NFC WEST,3,3,3,9/26/2021,Sun,Away,MIN,L,17,30,,23,32,71.9,283,1,8.8,9.47,109.2,2,15,18,106,1,5.9,52,389,7.48,2,1,2,2,2,88,14,6,1,21,3,8,0,1,4,35,0,0,0,24:07:00
Seattle Seahawks,NFC WEST,4,4,4,10/3/2021,Sun,Away,SFO,W,28,21,,16,23,69.6,129,2,5.6,7.35,112.4,3,20,28,105,2,3.8,54,234,4.33,0,0,4,4,8,405,6,7,1,14,2,10,0,0,5,27,0,0,0,28:20:00
Seattle Seahawks,NFC WEST,5,5,5,10/7/2021,Thu,Home,LAR,L,17,26,,21,33,63.6,262,2,7.9,6.42,83.1,2,21,25,92,0,3.7,60,354,5.9,2,1,2,2,4,202,13,5,4,22,4,10,0,1,3,20,0,2,2,26:57:00
Seattle Seahawks,NFC WEST,6,6,6,10/17/2021,Sun,Away,PIT,L,20,23,OT,23,32,71.9,165,1,5.2,5.78,93.9,5,44,27,144,1,5.3,64,309,4.83,2,2,2,2,8,364,9,8,1,18,3,12,0,0,6,45,1,0,1,29:37:00
Seattle Seahawks,NFC WEST,7,7,7,10/25/2021,Mon,Home,NOR,L,10,13,,12,22,54.5,129,1,5.9,6.77,87.1,5,38,28,90,0,3.2,55,219,3.98,3,1,1,1,5,242,6,4,4,14,3,12,0,1,6,53,0,0,0,27:11:00
Seattle Seahawks,NFC WEST,8,8,8,10/31/2021,Sun,Home,JAX,W,31,7,,20,24,83.3,160,2,6.7,8.33,122.2,3,35,25,69,1,2.8,52,229,4.4,1,1,4,4,5,226,9,5,3,17,3,10,1,1,5,40,0,0,0,28:31:00
Seattle Seahawks,NFC WEST,9,9,10,11/14/2021,Sun,Away,GNB,L,0,17,,20,40,50,133,0,3.3,1.08,36.8,3,28,16,75,0,4.7,59,208,3.53,0,0,0,0,6,274,8,6,1,15,7,15,0,1,5,39,0,2,2,20:51
Seattle Seahawks,NFC WEST,10,10,11,11/21/2021,Sun,Home,ARI,L,13,23,,14,26,53.8,180,0,6.9,6.92,75.8,4,27,19,86,1,4.5,49,266,5.43,2,2,1,1,5,257,9,6,1,16,2,10,0,1,2,17,0,0,0,19:38
